epsilon_0_3
41.8430900000,-0.338198,0.032034,-0.358735,0.035282
41.8564900000,-0.329757,0.032657,-0.352617,0.032429
41.8708600000,-0.319285,0.036178,-0.337293,0.030463
41.8849800000,-0.311035,0.037188,-0.331104,0.029454
41.8994100000,-0.303435,0.036899,-0.313843,0.027247
41.9137000000,-0.297162,0.037717,-0.310043,0.026093
41.9278000000,-0.285419,0.037541,-0.300012,0.024706
41.9424900000,-0.274027,0.038793,-0.287140,0.022958
41.9572800000,-0.268589,0.039043,-0.279009,0.022035
41.9713400000,-0.266474,0.039040,-0.266773,0.020070
41.9849700000,-0.249226,0.039620,-0.260801,0.018304
41.9992800000,-0.247538,0.039316,-0.252952,0.016276
42.0135100000,-0.244840,0.038232,-0.249006,0.016799
42.0279100000,-0.233813,0.036190,-0.240826,0.017396
42.0421000000,-0.233660,0.036273,-0.236889,0.017379
42.0565800000,-0.230696,0.036383,-0.234172,0.017234
42.0707700000,-0.219781,0.039730,-0.227348,0.017403
42.0850800000,-0.214158,0.042370,-0.215734,0.019273
42.1004500000,-0.212669,0.042179,-0.207555,0.018440
42.1152300000,-0.211247,0.042107,-0.203413,0.017705
42.1278100000,-0.200820,0.042383,-0.190720,0.015667
42.1421300000,-0.218189,0.043476,-0.184702,0.015964
42.1563900000,-0.224684,0.046774,-0.175115,0.015363
42.1708100000,-0.224764,0.046810,-0.170676,0.014996
42.1851100000,-0.213196,0.049144,-0.160483,0.013628
42.1993200000,-0.195499,0.052176,-0.139362,0.012641
42.2135400000,-0.086655,0.055733,-0.010821,0.063086
42.2293400000,0.006893,0.078236,0.061332,0.058657
42.2424700000,0.000503,0.000245,0.083775,0.057645
42.2565600000,0.000682,0.000236,0.090477,0.057539
42.2707500000,0.000768,0.000266,0.093780,0.057328
42.2850100000,0.059160,0.077662,0.098825,0.057112
42.2993700000,0.059338,0.077677,0.106697,0.056398
42.3136400000,0.060537,0.077706,0.112387,0.055760
42.3280100000,0.061494,0.077726,0.114630,0.055492
42.3423000000,0.064077,0.077870,0.119541,0.054785
42.3568900000,0.067110,0.077940,0.124506,0.054401
42.3712100000,0.068751,0.077980,0.127570,0.054285
42.3851400000,0.073478,0.077818,0.133118,0.054155
42.3992300000,0.077076,0.077781,0.136710,0.054253
42.4136000000,0.079271,0.077706,0.139316,0.054149
42.4279100000,0.083970,0.077446,0.144629,0.053401
42.4421900000,0.088204,0.076761,0.149485,0.052308
42.4565200000,0.089937,0.076417,0.151641,0.051601
42.4707600000,0.094797,0.074956,0.156426,0.050485
42.4851200000,0.098788,0.073810,0.160989,0.049630
42.4998400000,0.101119,0.073227,0.163458,0.049161
42.5141300000,0.106613,0.071906,0.168412,0.048395
42.5279400000,0.109767,0.071389,0.170635,0.048087
42.5421800000,0.130898,0.042639,0.173027,0.047598
42.5564300000,0.131804,0.041487,0.177076,0.046998
42.5707200000,0.133394,0.040251,0.180900,0.045998
42.5852300000,0.142235,0.036823,0.182911,0.045400
42.6015500000,0.149483,0.034919,0.185741,0.014075
42.6136900000,0.155642,0.033878,0.186297,0.012179
42.6296800000,0.169175,0.021130,0.187393,0.011294
42.6423900000,0.174495,0.016549,0.188086,0.011238
42.6563700000,0.180534,0.013853,0.188632,0.011376
42.6708700000,0.183697,0.012525,0.189154,0.011313
42.6849500000,0.188398,0.010839,0.193622,0.009858
42.6992800000,0.195002,0.008145,0.200132,0.006936
42.7139100000,0.195002,0.008145,0.200132,0.006936
42.7279200000,0.202900,0.006845,0.206421,0.005685
42.7422800000,0.207627,0.006286,0.208931,0.004783
42.7566400000,0.221331,0.013673,0.210411,0.005235
42.7714200000,0.227137,0.010214,0.214671,0.004674
42.7849800000,0.232439,0.008246,0.222430,0.002996
42.7992400000,0.239843,0.008093,0.225188,0.003383
42.8138000000,0.243603,0.005238,0.230037,0.003849
42.8277800000,0.247831,0.002447,0.236852,0.003921
42.8421000000,0.250923,0.001300,0.239232,0.003709
42.8565600000,0.254114,0.000830,0.245322,0.001022
42.8708900000,0.255969,0.000379,0.246768,0.002605
42.8875500000,0.262002,0.000057,0.247878,0.004636
42.9002300000,0.271488,0.002745,0.266440,0.004036
42.9143300000,0.272849,0.002244,0.271621,0.003829
42.9279100000,0.272888,0.002227,0.277981,-0.000065
42.9421100000,0.274026,0.002001,0.280204,-0.000601
42.9563400000,0.280594,-0.000396,0.286870,0.000329
42.9707300000,0.283471,0.000168,0.289776,0.000527
42.9850100000,0.289914,0.001508,0.298241,0.000389
42.9992400000,0.293259,0.002891,0.302059,0.000586
