zeta_25
17.8200200000,0.256187,0.095018,0.223024,0.028510
17.8337400000,0.252106,0.094311,0.218766,0.030787
17.8505800000,0.246314,0.089005,0.214034,0.023939
17.8625100000,0.243212,0.083609,0.211806,0.020729
17.8770100000,0.231506,0.077320,0.203467,0.017349
17.8902400000,0.226580,0.080465,0.198088,0.017019
17.9049600000,0.211244,0.087199,0.195534,0.020721
17.9189100000,0.211003,0.087196,0.194617,0.021225
17.9342300000,0.206824,0.085102,0.184791,0.021251
17.9502800000,0.203592,0.083034,0.176605,0.032799
17.9624600000,0.203374,0.080305,0.167582,0.021730
17.9800500000,0.203142,0.079054,0.157238,0.016963
17.9909300000,0.202855,0.079301,0.142266,0.018369
18.0046900000,0.201277,0.080464,0.133864,0.019872
18.0189400000,0.170412,0.080148,0.130812,0.020813
18.0330800000,0.168886,0.081155,0.128442,0.021612
18.0475400000,0.163011,0.082061,0.125458,0.021406
18.0617900000,0.148152,0.081088,0.121582,0.021654
18.0769000000,0.146414,0.080822,0.118780,0.021877
18.0909300000,0.137394,0.075444,0.112790,0.021255
18.1070100000,0.131330,0.072053,0.104926,0.020990
18.1192900000,0.123418,0.068335,0.087638,0.018826
18.1342800000,-0.022921,0.168068,0.059095,0.018128
18.1477300000,0.041277,0.159130,0.020538,-0.060170
18.1619300000,-0.139421,-0.147168,0.317668,-0.303551
18.1780500000,0.132380,-0.231198,-0.008082,-0.450532
18.1904300000,0.125643,-0.534421,0.001839,-0.002226
18.2046300000,0.125643,-0.534421,0.001839,-0.002226
18.2200500000,-0.014519,-0.434931,0.002518,-0.002358
18.2340900000,-0.070067,0.070425,0.179345,-0.201725
18.2490700000,-0.030326,0.159079,-0.039553,0.043328
18.2639400000,-0.034590,0.128814,-0.038018,0.092275
18.2760200000,-0.071895,0.101343,-0.039559,0.092999
18.2903000000,-0.071824,0.101558,-0.039993,0.092540
18.3047500000,-0.071528,0.104140,-0.048596,0.082328
18.3189900000,-0.077923,0.142885,-0.058197,0.072950
18.3333200000,-0.067086,0.096568,-0.060852,0.070211
18.3484700000,-0.081545,0.107618,-0.069004,0.062906
18.3619000000,-0.085429,0.112735,-0.071823,0.062756
18.3788900000,-0.091496,0.129777,-0.074860,0.066441
18.3939100000,-0.090925,0.129901,-0.075747,0.065893
18.4052000000,-0.088305,0.127928,-0.081492,0.064615
18.4190800000,-0.088393,0.128167,-0.098610,0.059254
18.4332300000,-0.091410,0.131257,-0.069098,0.009793
18.4474700000,-0.091532,0.131114,-0.103920,-0.019476
18.4624500000,-0.093139,0.114403,-0.131276,-0.003065
18.4782400000,-0.093294,0.114246,-0.134718,-0.000427
18.4910500000,-0.098941,0.113911,-0.146442,-0.000668
18.5080100000,-0.101996,0.098102,-0.154425,-0.004692
18.5194900000,-0.109670,0.096522,-0.161239,-0.006760
18.5349500000,-0.110484,0.094712,-0.170125,-0.007534
18.5474200000,-0.112628,0.085196,-0.175937,-0.006291
18.5621400000,-0.114112,0.084574,-0.178724,-0.005575
18.5763500000,-0.124808,0.086658,-0.178914,-0.002797
18.5909900000,-0.132211,0.093026,-0.179776,-0.000233
18.6048900000,-0.155211,0.091647,-0.181053,0.002666
18.6199000000,-0.226381,0.100075,-0.237757,0.011885
18.6332600000,-0.231971,0.102080,0.000554,0.002150
18.6499500000,-0.228225,0.094303,-0.281770,0.006217
18.6623900000,-0.230817,0.089737,-0.260965,0.006373
18.6783900000,-0.231543,0.089495,-0.260029,0.007090
18.6903100000,-0.231793,0.089769,-0.259873,0.007566
18.7044800000,-0.231910,0.090166,-0.262721,0.008888
18.7190500000,-0.237571,0.089137,-0.289496,0.019048
18.7335100000,-0.242732,0.089396,-0.311128,0.017295
18.7479400000,-0.259024,0.079712,-0.318589,0.017348
18.7620100000,-0.261795,0.077862,-0.324891,0.017899
18.7789700000,-0.269810,0.077740,-0.335647,0.020587
18.7918100000,-0.274942,0.076426,-0.354385,0.036936
18.8048600000,-0.287635,0.078542,-0.370853,0.042350
18.8189100000,-0.300384,0.081186,-0.351178,0.027186
18.8331500000,-0.303030,0.081898,-0.347641,0.025835
18.8474900000,-0.306869,0.082394,-0.344738,0.030443
18.8617600000,-0.313974,0.082399,-0.363796,0.024039
18.8760100000,-0.313974,0.082399,-0.363796,0.024039
18.8938700000,-0.322454,0.081720,-0.365853,0.022946
18.9069900000,-0.331301,0.079377,-0.384296,0.025811
18.9210200000,-0.346493,0.079084,-0.386614,0.022992
18.9346200000,-0.353413,0.078949,-0.397117,0.019765
18.9476000000,-0.362903,0.078014,-0.397546,0.020162
18.9619000000,-0.369200,0.075287,-0.397761,0.020555
18.9771300000,-0.377986,0.074573,-0.415156,0.022752
18.9903600000,-0.384505,0.073673,-0.420285,0.025173
19.0071400000,-0.387691,0.073531,-0.421727,0.025666
19.0189200000,-0.400216,0.076676,-0.430646,0.027949
19.0340500000,-0.410521,0.076097,-0.439375,0.028306
19.0497600000,-0.411535,0.075773,-0.442509,0.029026
