
57.7294600000,-0.213433,0.053380,-0.239072,0.070311
57.7440300000,-0.209378,0.054094,-0.238266,0.069840
57.7590300000,-0.204282,0.054330,-0.235657,0.070628
57.7724600000,-0.200360,0.054111,-0.234061,0.070806
57.7864500000,-0.198016,0.055256,-0.226722,0.071725
57.8011900000,-0.191327,0.058255,-0.218223,0.073804
57.8149300000,-0.186421,0.061332,-0.215828,0.074194
57.8293200000,-0.176897,0.060698,-0.209268,0.074127
57.8436900000,-0.167742,0.062466,-0.205018,0.075330
57.8578900000,-0.166793,0.062273,-0.204342,0.075297
57.8726700000,-0.158464,0.060849,-0.189818,0.077299
57.8868400000,-0.151164,0.060458,-0.187083,0.077128
57.9020900000,-0.141714,0.060396,-0.179673,0.076237
57.9159800000,-0.138333,0.060440,-0.169148,0.070619
57.9294300000,-0.130689,0.062316,-0.153884,0.071389
57.9436300000,-0.127067,0.066324,-0.150427,0.073701
57.9579000000,-0.118831,0.075006,-0.145082,0.072736
57.9721500000,-0.115519,0.077096,-0.134058,0.070664
57.9865100000,-0.109657,0.077312,-0.129454,0.070542
58.0015300000,-0.109657,0.077312,-0.129454,0.070542
58.0150500000,-0.099047,0.076788,-0.123166,0.072982
58.0301500000,-0.084063,0.080143,-0.115672,0.073539
58.0438200000,-0.076964,0.081632,-0.102742,0.074737
58.0578200000,-0.074795,0.081733,-0.086368,0.076423
58.0721400000,-0.064618,0.077701,-0.078294,0.078118
58.0864000000,-0.062830,0.078214,-0.072969,0.077039
58.1012500000,-0.059666,0.079405,-0.065632,0.077719
58.1152400000,-0.049450,0.081534,-0.060297,0.078888
58.1294300000,-0.049082,0.084584,-0.057573,0.078790
58.1438100000,-0.044459,0.091697,-0.042695,0.076563
58.1585700000,-0.038354,0.095643,-0.040932,0.076260
58.1722300000,-0.037824,0.103791,-0.030269,0.076401
58.1864700000,-0.036572,0.103020,-0.017621,0.077183
58.2012700000,-0.053125,0.104299,-0.022752,0.077239
58.2149800000,-0.054487,0.104269,-0.037632,0.078869
58.2294700000,-0.054306,0.102977,-0.044544,0.079291
58.2439300000,-0.050695,0.103384,-0.051374,0.079837
58.2578800000,-0.050837,0.103975,-0.055847,0.080512
58.2725100000,-0.036033,0.101953,-0.063340,0.081862
58.2866200000,-0.035634,0.105315,-0.066400,0.081946
58.3025600000,-0.031492,0.107935,-0.009048,0.079197
58.3156700000,-0.026299,0.110222,-0.005330,0.080999
58.3293300000,-0.023028,0.110462,0.013027,0.095798
58.3436200000,-0.007956,0.112772,0.011807,0.091935
58.3578700000,-0.004036,0.112727,0.011807,0.092097
58.3721700000,0.003721,0.114470,0.011807,0.092179
